,id,date_time,year,month,mdate,day,time,sensor_id,sensor_name,hourly_counts
812,2888436,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,8,Webb Bridge,44
813,2888437,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,7,Birrarung Marr,32
814,2888438,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,5,Princes Bridge,319
815,2888439,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,6,Flinders Street Station Underpass,608
816,2888440,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,14,Sandridge Bridge,7
817,2888441,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,26,QV Market-Elizabeth St (West),360
818,2888442,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,24,Spencer St-Collins St (North),766
819,2888443,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,23,Spencer St-Collins St (South),132
820,2888444,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,25,Melbourne Convention Exhibition Centre,355
821,2888445,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,21,Bourke St-Russell St (West),136
822,2888446,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,20,Chinatown-Lt Bourke St (South),61
823,2888447,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,19,Chinatown-Swanston St (North),91
824,2888448,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,22,Flinders St-Elizabeth St (East),847
825,2888449,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,27,QV Market-Peel St,166
826,2888450,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,28,The Arts Centre,208
827,2888451,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,31,Lygon St (West),85
828,2888452,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,30,Lonsdale St (South),101
829,2888453,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,34,Flinders St-Spark La,36
830,2888454,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,39,Alfred Place,99
831,2888455,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,37,Lygon St (East),69
832,2888456,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,40,Lonsdale St-Spring St (West),88
833,2888457,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,36,Queen St (West),148
834,2888458,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,29,St Kilda Rd-Alexandra Gardens,69
835,2888459,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,42,Grattan St-Swanston St (West),48
836,2888460,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,43,Monash Rd-Swanston St (West),49
837,2888461,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,44,Tin Alley-Swanston St (West),29
838,2888462,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,35,Southbank,428
839,2888463,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,45,Little Collins St-Swanston St (East),185
840,2888464,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,46,Pelham St (S),56
841,2888465,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,47,Melbourne Central-Elizabeth St (East),350
842,2888466,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,48,QVM-Queen St (East),201
843,2888467,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,49,QVM-Therry St (South),110
844,2888468,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,50,Faraday St-Lygon St (West),89
845,2888469,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,51,QVM-Franklin St (North),52
846,2845334,2019-09-29T18:00:00.000,2019,September,29,Sunday,18,11,Waterfront City,98
847,2888470,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,52,Elizabeth St-Lonsdale St (South),237
848,2888471,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,54,Lincoln-Swanston(West),46
849,2888472,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,55,Elizabeth St-La Trobe St (East),351
850,2888473,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,56,Lonsdale St - Elizabeth St (North),151
851,2888474,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,57,Bourke St Bridge,54
852,2888475,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,58,Bourke St - Spencer St (North),312
853,2888476,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,59,Swanston St - RMIT Building 80,20
854,2888477,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,61,Swanston St - RMIT Building 14,155
855,2888478,2019-11-02T08:00:00.000,2019,November,2,Saturday,8,62,La Trobe St (North),37
856,2888479,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,4,Town Hall (West),825
857,2888480,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,17,Collins Place (South),193
858,2888481,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,18,Collins Place (North),82
859,2888482,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,53,Collins St (North),556
860,2888483,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,2,Bourke Street Mall (South),597
861,2888484,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,1,Bourke Street Mall (North),765
862,2888485,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,3,Melbourne Central,399
863,2888486,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,15,State Library,317
864,2888487,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,9,Southern Cross Station,87
865,2888488,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,10,Victoria Point,51
866,2888489,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,12,New Quay,42
867,2888490,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,11,Waterfront City,5
868,2888491,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,8,Webb Bridge,93
869,2888492,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,7,Birrarung Marr,31
870,2888493,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,5,Princes Bridge,487
871,2888494,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,6,Flinders Street Station Underpass,745
872,2888495,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,14,Sandridge Bridge,13
873,2888496,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,26,QV Market-Elizabeth St (West),502
874,2888497,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,24,Spencer St-Collins St (North),1135
875,2888498,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,23,Spencer St-Collins St (South),215
876,2888499,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,25,Melbourne Convention Exhibition Centre,622
877,2888500,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,21,Bourke St-Russell St (West),195
878,2888501,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,20,Chinatown-Lt Bourke St (South),84
879,2888502,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,19,Chinatown-Swanston St (North),149
880,2888503,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,22,Flinders St-Elizabeth St (East),1151
881,2888504,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,27,QV Market-Peel St,198
882,2888505,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,28,The Arts Centre,330
883,2888506,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,31,Lygon St (West),112
884,2888507,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,30,Lonsdale St (South),281
885,2888508,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,34,Flinders St-Spark La,36
886,2888509,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,39,Alfred Place,139
887,2888510,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,37,Lygon St (East),74
888,2888511,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,40,Lonsdale St-Spring St (West),151
889,2888512,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,36,Queen St (West),135
890,2888513,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,29,St Kilda Rd-Alexandra Gardens,92
891,2888514,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,42,Grattan St-Swanston St (West),84
892,2888515,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,43,Monash Rd-Swanston St (West),68
893,2888516,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,44,Tin Alley-Swanston St (West),45
894,2888517,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,35,Southbank,550
895,2888518,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,45,Little Collins St-Swanston St (East),354
896,2888519,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,46,Pelham St (S),57
897,2888520,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,47,Melbourne Central-Elizabeth St (East),538
898,2888521,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,48,QVM-Queen St (East),304
899,2888522,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,49,QVM-Therry St (South),115
900,2888523,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,50,Faraday St-Lygon St (West),210
901,2888524,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,51,QVM-Franklin St (North),108
902,2888525,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,52,Elizabeth St-Lonsdale St (South),203
903,2888526,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,54,Lincoln-Swanston(West),105
904,2888527,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,55,Elizabeth St-La Trobe St (East),654
905,2888528,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,56,Lonsdale St - Elizabeth St (North),222
906,2888529,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,57,Bourke St Bridge,66
907,2888530,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,58,Bourke St - Spencer St (North),442
908,2888531,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,59,Swanston St - RMIT Building 80,20
909,2888532,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,61,Swanston St - RMIT Building 14,234
910,2888533,2019-11-02T09:00:00.000,2019,November,2,Saturday,9,62,La Trobe St (North),104
911,2888534,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,4,Town Hall (West),1145
912,2888535,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,17,Collins Place (South),196
913,2888536,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,18,Collins Place (North),91
914,2888537,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,53,Collins St (North),706
915,2888538,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,2,Bourke Street Mall (South),929
916,2888539,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,1,Bourke Street Mall (North),1305
917,2888540,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,3,Melbourne Central,602
918,2888541,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,15,State Library,479
919,2888542,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,9,Southern Cross Station,85
920,2888543,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,10,Victoria Point,49
921,2888544,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,12,New Quay,49
922,2888545,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,11,Waterfront City,10
923,2888546,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,8,Webb Bridge,81
924,2888547,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,7,Birrarung Marr,41
925,2888548,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,5,Princes Bridge,656
926,2888549,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,6,Flinders Street Station Underpass,964
927,2888550,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,14,Sandridge Bridge,12
928,2888551,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,26,QV Market-Elizabeth St (West),594
929,2888552,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,24,Spencer St-Collins St (North),1657
930,2888553,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,23,Spencer St-Collins St (South),230
931,2888554,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,25,Melbourne Convention Exhibition Centre,680
932,2888555,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,21,Bourke St-Russell St (West),304
933,2888556,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,20,Chinatown-Lt Bourke St (South),132
934,2888557,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,19,Chinatown-Swanston St (North),310
935,2888558,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,22,Flinders St-Elizabeth St (East),1362
936,2888559,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,27,QV Market-Peel St,297
937,2888560,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,28,The Arts Centre,500
938,2888561,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,31,Lygon St (West),177
939,2888562,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,30,Lonsdale St (South),400
940,2888563,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,34,Flinders St-Spark La,48
941,2888564,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,39,Alfred Place,145
942,2888565,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,37,Lygon St (East),108
943,2888566,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,40,Lonsdale St-Spring St (West),179
944,2888567,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,36,Queen St (West),159
945,2888568,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,29,St Kilda Rd-Alexandra Gardens,120
946,2888569,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,42,Grattan St-Swanston St (West),85
947,2888570,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,43,Monash Rd-Swanston St (West),70
948,2888571,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,44,Tin Alley-Swanston St (West),29
949,2888572,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,35,Southbank,589
950,2888573,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,45,Little Collins St-Swanston St (East),449
951,2888574,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,46,Pelham St (S),97
952,2888575,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,47,Melbourne Central-Elizabeth St (East),712
953,2888576,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,48,QVM-Queen St (East),422
954,2888577,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,49,QVM-Therry St (South),212
955,2888578,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,50,Faraday St-Lygon St (West),334
956,2888579,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,51,QVM-Franklin St (North),142
957,2888580,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,52,Elizabeth St-Lonsdale St (South),284
958,2888581,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,54,Lincoln-Swanston(West),175
959,2888582,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,55,Elizabeth St-La Trobe St (East),826
960,2888583,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,56,Lonsdale St - Elizabeth St (North),333
961,2888584,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,57,Bourke St Bridge,102
962,2888585,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,58,Bourke St - Spencer St (North),698
963,2888586,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,59,Swanston St - RMIT Building 80,38
964,2888587,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,61,Swanston St - RMIT Building 14,392
965,2888588,2019-11-02T10:00:00.000,2019,November,2,Saturday,10,62,La Trobe St (North),145
966,2888589,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,4,Town Hall (West),1364
967,2888590,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,17,Collins Place (South),216
968,2888591,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,18,Collins Place (North),114
969,2888592,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,53,Collins St (North),1007
970,2888593,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,2,Bourke Street Mall (South),1259
971,2888594,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,1,Bourke Street Mall (North),1845
972,2888595,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,3,Melbourne Central,786
973,2888596,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,15,State Library,566
974,2888597,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,9,Southern Cross Station,81
975,2888598,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,10,Victoria Point,78
976,2888599,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,12,New Quay,23
977,2888600,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,11,Waterfront City,5
978,2888601,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,8,Webb Bridge,97
979,2888602,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,7,Birrarung Marr,48
980,2888603,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,5,Princes Bridge,1052
981,2888604,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,6,Flinders Street Station Underpass,1075
982,2888605,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,14,Sandridge Bridge,15
983,2888606,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,26,QV Market-Elizabeth St (West),751
984,2888607,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,24,Spencer St-Collins St (North),1535
985,2888608,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,23,Spencer St-Collins St (South),197
986,2888609,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,25,Melbourne Convention Exhibition Centre,697
987,2888610,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,21,Bourke St-Russell St (West),420
988,2888611,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,20,Chinatown-Lt Bourke St (South),308
989,2888612,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,19,Chinatown-Swanston St (North),562
990,2888613,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,22,Flinders St-Elizabeth St (East),1610
991,2888614,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,27,QV Market-Peel St,327
992,2888615,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,28,The Arts Centre,817
993,2888616,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,31,Lygon St (West),131
994,2888617,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,30,Lonsdale St (South),478
995,2888618,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,34,Flinders St-Spark La,50
996,2888619,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,39,Alfred Place,128
997,2888620,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,37,Lygon St (East),112
998,2888621,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,40,Lonsdale St-Spring St (West),304
999,2888622,2019-11-02T11:00:00.000,2019,November,2,Saturday,11,36,Queen St (West),145
